file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
1-random/000045_000000000270.dimacs;2.26;270;291; 39;;1;OK;OK;0;
1-random/000050_000000000060.dimacs;0.51;60;13; 9;;1;OK;OK;0;
1-random/000050_000000000300.dimacs;2.80;300;339; 46;;1;OK;OK;0;
1-random/000055_000000000066.dimacs;0.61;66;14; 8;;1;OK;OK;0;
1-random/000055_000000000330.dimacs;3.11;330;399; 48;;1;OK;OK;0;
1-random/000060_000000000072.dimacs;0.64;72;13; 10;;1;OK;OK;0;
1-random/000060_000000000360.dimacs;3.60;360;436; 50;;1;OK;OK;0;
1-random/000065_000000000078.dimacs;0.64;78;20; 11;;1;OK;OK;0;
1-random/000065_000000000390.dimacs;4.36;390;547; 59;;1;OK;OK;0;
1-random/000070_000000000084.dimacs;0.72;84;21; 12;;1;OK;OK;0;
1-random/000070_000000000210.dimacs;1.88;210;259; 56;;1;OK;OK;0;
1-random/000070_000000000420.dimacs;5.35;420;539; 60;;1;OK;OK;0;
1-random/000075_000000000090.dimacs;0.88;90;33; 13;;1;OK;OK;0;
1-random/000075_000000000450.dimacs;6.21;450;682; 68;;1;OK;OK;0;
1-random/000080_000000000096.dimacs;1.01;96;24; 13;;1;OK;OK;0;
1-random/000080_000000000480.dimacs;6.83;480;777; 73;;1;OK;OK;0;
1-random/000085_000000000102.dimacs;0.92;102;36; 16;;1;OK;OK;0;
1-random/000085_000000000510.dimacs;7.97;510;843; 76;;1;OK;OK;0;
1-random/000090_000000000108.dimacs;1.14;108;38; 17;;1;OK;OK;0;
1-random/000090_000000000540.dimacs;10.01;540;825; 78;;1;OK;OK;0;
1-random/000095_000000000114.dimacs;1.07;114;46; 18;;1;OK;OK;0;
1-random/000095_000000000570.dimacs;9.68;570;1022; 86;;1;OK;OK;0;
1-random/000100_000000000120.dimacs;1.08;120;51; 20;;1;OK;OK;0;
1-random/000100_000000000600.dimacs;11.21;600;1151; 95;;1;OK;OK;0;
1-random/000200_000000000240.dimacs;2.31;240;166; 38;;1;OK;OK;0;
1-random/000200_000000001200.dimacs;;1200;4537; 0;;0;;;;
2-social-networks/00-karate.graph.dimacs;0.39;34;78; 14;;1;OK;OK;0;
2-social-networks/01-dolphins.graph.dimacs;0.57;62;159; 34;;1;OK;OK;0;
2-social-networks/02-chesapeake.graph.dimacs;0.40;39;170; 22;;1;OK;OK;0;
2-social-networks/03-adjnoun.graph.dimacs;1.01;112;425; 59;;1;OK;OK;0;
2-social-networks/04-polbooks.graph.dimacs;0.94;105;441; 62;;1;OK;OK;0;
2-social-networks/05-football.graph.dimacs;1.06;115;613; 94;;1;OK;OK;0;
2-social-networks/06-celegans_metabolic.graph.dimacs;4.12;453;2025; 249;;1;OK;OK;0;
2-social-networks/07-jazz.graph.dimacs;1.69;198;2742; 158;;1;OK;OK;0;
2-social-networks/08-netscience.graph.dimacs;42.26;1589;2742; 899;;1;OK;OK;0;
2-social-networks/09-email.graph.dimacs;18.35;1133;5451; 594;;1;OK;OK;0;
2-social-networks/10-add20.graph.dimacs;;2395;7462; 0;;0;;;;
3-medium-sized/vc001.dimacs;;6160;40207; 0;;0;;;;
